pair_id,set_type,d_th,cand_th,gt_err,score_A,score_B,score_C,score_D,score_E,score_interp_area,score_interp_cubic,score_interp_linear
pair_013,SetA,0.09999999999999992,-0.9000000000000001,0.12892955669590322,0.823009192943573,0.6700572967529297,0.7701679587364196,0.7349404692649841,0.6468717455863953,0.7701679587364196,0.670980978012085,0.6767400324344635
pair_013,SetA,0.1499999999999999,-0.8500000000000001,0.17892955669590327,0.822618842124939,0.6687741875648499,0.7697329580783843,0.734475702047348,0.6463325619697571,0.7697329580783843,0.6719477534294128,0.6775660514831543
pair_013,SetA,0.1999999999999999,-0.8,0.2289295566959033,0.821936309337616,0.6670010089874268,0.7689242899417876,0.7335829436779022,0.6452295780181885,0.7689242899417876,0.6735371947288513,0.6788133800029754
pair_013,SetA,0.24999999999999983,-0.7500000000000002,0.27892955669590314,0.8211029767990112,0.6649680733680725,0.7679430782794952,0.7325031459331512,0.6439033150672913,0.7679430782794952,0.6743124365806579,0.6797014236450195
pair_013,SetA,0.2999999999999999,-0.7000000000000002,0.3289295566959032,0.8200321197509766,0.6625716090202332,0.7666645646095276,0.7310861945152283,0.64214026927948,0.7666645646095276,0.6743477821350098,0.6800960481166839
pair_015,SetA,-0.3,-2.65,0.28502903518365486,0.8335815072059631,0.6628333926200867,0.7759710550308226,0.7375640869140625,0.6415466666221619,0.7759710550308226,0.684067040681839,0.6898135662078857
pair_015,SetA,-0.25,-2.6,0.23502903518365503,0.8350316286087036,0.6656575798988342,0.777627009153366,0.7393572628498077,0.6436828970909119,0.777627009153366,0.6858101308345794,0.6915775835514069
pair_015,SetA,-0.2,-2.5500000000000003,0.1850290351836552,0.8361433744430542,0.668147087097168,0.7790032923221588,0.7409099042415619,0.6456764340400696,0.7790032923221588,0.687183505296707,0.6929309666156768
pair_015,SetA,-0.15000000000000002,-2.5,0.13502903518365494,0.8370713591575623,0.6699775457382202,0.7801785945892333,0.7422500848770142,0.6474288105964661,0.7801785945892333,0.6875856518745422,0.6931882500648499
pair_015,SetA,-0.10000000000000003,-2.45,0.08502903518365512,0.8376985788345337,0.6713317632675171,0.7809733092784882,0.7431564629077911,0.6486143469810486,0.7809733092784882,0.6870699048042297,0.6928173840045928
pair_015,SetA,-0.050000000000000044,-2.4000000000000004,0.0350290351836553,0.8381227850914001,0.672146737575531,0.7815376877784728,0.7438142895698547,0.6495057940483093,0.7815376877784728,0.6860097110271454,0.6920222342014313
pair_015,SetA,-5.551115123125783e-17,-2.35,0.014970964816344967,0.8382343053817749,0.6720388531684875,0.7815857470035552,0.7438200414180756,0.6494057774543762,0.7815857470035552,0.6843045890331267,0.6906434953212737
pair_015,SetA,0.04999999999999993,-2.3000000000000003,0.06497096481634479,0.8381244540214539,0.6713979244232178,0.7813241899013519,0.7434573471546173,0.6487902402877808,0.7813241899013519,0.6834715485572814,0.689797967672348
pair_015,SetA,0.09999999999999992,-2.25,0.11497096481634506,0.8377392888069153,0.6701472401618958,0.7808200418949127,0.742873877286911,0.6480084657669067,0.7808200418949127,0.6827025353908538,0.6837352633476257
pair_015,SetA,0.1499999999999999,-2.2,0.16497096481634488,0.8370851278305054,0.6686455607414246,0.780070036649704,0.742059975862503,0.6470348238945007,0.780070036649704,0.6763368487358092,0.6828694939613342
pair_015,SetA,0.1999999999999999,-2.1500000000000004,0.2149709648163447,0.8361486792564392,0.6663258075714111,0.7789275765419006,0.7407801747322083,0.6454116702079773,0.7789275765419006,0.6762616157531738,0.6823253452777862
pair_015,SetA,0.24999999999999983,-2.1,0.26497096481634497,0.8349447250366211,0.6635756492614746,0.777403438091278,0.7390425801277161,0.643140435218811,0.777403438091278,0.6755635142326355,0.6815418481826783
pair_015,SetA,0.2999999999999999,-2.0500000000000003,0.3149709648163448,0.8335311412811279,0.6602985262870789,0.7756049036979674,0.7369874119758606,0.6404436826705933,0.7756049036979674,0.6741024076938629,0.680080884695053
